,Title,Date,Fragments,Lab/Ops,Principles
107,"The description of a new world, called the blazing-world written by the thrice noble, illustrious, and excellent princesse, the Duchess of Newcastle.",1668-01-01,or water onely or salt sulphur and mercury all which are,,
108,"Academia scientiarum, or, The academy of sciences being a short and easie introduction to the knowledge of the liberal arts and sciences, with the names of those famous authors that have written on every particular science : in English and Latine / by D. Abercromby ...",1687-01-01,generally affirm mercury salt and sulphur to be the compounding principles,,1
109,"Academia scientiarum, or, The academy of sciences being a short and easie introduction to the knowledge of the liberal arts and sciences, with the names of those famous authors that have written on every particular science : in English and Latine / by D. Abercromby ...",1687-01-01,inventor of it the aegyptians mercury the moors atlas and hercules,,
110,"Academia scientiarum, or, The academy of sciences being a short and easie introduction to the knowledge of the liberal arts and sciences, with the names of those famous authors that have written on every particular science : in English and Latine / by D. Abercromby ...",1687-01-01,chymists do generally affirm mercury salt and sulphur to be the,,1
111,"[Pharmako-basanos]: or, The touch-stone of medicines. Discovering the vertues of [brace] vegetables, minerals, & animals, by their tastes & smells. : In two volumes. / By Sir John Floyer ...",1687-01-01,of those animals who eat salt meats dungs cleanse by their,,
112,"[Pharmako-basanos]: or, The touch-stone of medicines. Discovering the vertues of [brace] vegetables, minerals, & animals, by their tastes & smells. : In two volumes. / By Sir John Floyer ...",1687-01-01,with which the bag is salted and the lympha of,,
113,"[Pharmako-basanos]: or, The touch-stone of medicines. Discovering the vertues of [brace] vegetables, minerals, & animals, by their tastes & smells. : In two volumes. / By Sir John Floyer ...",1687-01-01,of animals are inflammable like sulphur from whence arise the flashings,,
114,"[Pharmako-basanos]: or, The touch-stone of medicines. Discovering the vertues of [brace] vegetables, minerals, & animals, by their tastes & smells. : In two volumes. / By Sir John Floyer ...",1687-01-01,temper the fieriness of fixt salts and fat earths mucilages and,,
115,"[Pharmako-basanos]: or, The touch-stone of medicines. Discovering the vertues of [brace] vegetables, minerals, & animals, by their tastes & smells. : In two volumes. / By Sir John Floyer ...",1687-01-01,the calves maw dried and salted will not so well curdle,1,
116,"Four books of Johannes Segerus Weidenfeld concerning the secrets of the adepts, or, of the use of Lully's spirit of wine : a practical work, with very great study collected out of the ancient as well as modern fathers of adept philosophy : reconciled together by comparing them one with another, otherwise disagreeing, and in the newest method so aptly digested, that even young practitioners may be able to discern the counterfeit or sophistical preparations of animals, vegetables and minerals, whether for medicines or metals, from true, and so avoid vagabound imposters, and imaginary processes, together with the ruine of estates.",1685-01-01,golden nature in the said mercury c cap  theor test,,
117,"Four books of Johannes Segerus Weidenfeld concerning the secrets of the adepts, or, of the use of Lully's spirit of wine : a practical work, with very great study collected out of the ancient as well as modern fathers of adept philosophy : reconciled together by comparing them one with another, otherwise disagreeing, and in the newest method so aptly digested, that even young practitioners may be able to discern the counterfeit or sophistical preparations of animals, vegetables and minerals, whether for medicines or metals, from true, and so avoid vagabound imposters, and imaginary processes, together with the ruine of estates.",1685-01-01,and venus acuated with the sulphur and salt of sol of,,1
118,"The paradoxal discourses of F.M. Van Helmont concerning the macrocosm and microcosm, or, The greater and lesser world and their union set down in writing by J.B. and now published.",1685-01-01,mixture in it of combustible sulphur that is by art perceptible,1,
119,"The paradoxal discourses of F.M. Van Helmont concerning the macrocosm and microcosm, or, The greater and lesser world and their union set down in writing by J.B. and now published.",1685-01-01,the sulphur which is in mercury is  not so perfect,,1
120,Experimental notes of the mechanical origine or production of fixtness.,1675-01-01,so fixt a body as salt of tartar by additaments i,1,
121,Experimental notes of the mechanical origine or production of fixtness.,1675-01-01,make use of spirit of salt because at least if it,1,
122,"The practise of chymicall, and hermeticall physicke, for the preseruation of health. Written in Latin by Iosephus Quersitanus, Doctor of Phisicke. And translated into English, by Thomas Timme, minister",1605-01-01,bread and nourished in the salt sea the which being so,,
123,"The practise of chymicall, and hermeticall physicke, for the preseruation of health. Written in Latin by Iosephus Quersitanus, Doctor of Phisicke. And translated into English, by Thomas Timme, minister",1605-01-01,in the same blood this sulphur being exalted it causeth sulphurus,,1
124,"The practise of chymicall, and hermeticall physicke, for the preseruation of health. Written in Latin by Iosephus Quersitanus, Doctor of Phisicke. And translated into English, by Thomas Timme, minister",1605-01-01,that is to say salt sulphur and mercurie and these internal,,1
125,"The works of Mr. John Cleveland containing his poems, orations, epistles, collected into one volume, with the life of the author.",1687-01-01,d line pedantical nsinewy aenigmatical saltless and galless be thy curse,,
126,"The works of Mr. John Cleveland containing his poems, orations, epistles, collected into one volume, with the life of the author.",1687-01-01,linnen bandileers exhausted of their sulphurous contents in pulpit fire works,,
127,"The works of Mr. John Cleveland containing his poems, orations, epistles, collected into one volume, with the life of the author.",1687-01-01,no stranger than true mum salter is sober and iack martin,,
128,"The works of Mr. John Cleveland containing his poems, orations, epistles, collected into one volume, with the life of the author.",1687-01-01,bodies all composed be of sulphur salt and mercury easie it,,1
129,"The works of Mr. John Cleveland containing his poems, orations, epistles, collected into one volume, with the life of the author.",1687-01-01,name illustrious became  hail mercury s and apollo s son,,
130,"The works of Mr. John Cleveland containing his poems, orations, epistles, collected into one volume, with the life of the author.",1687-01-01,in cries and tears those salt presages of our future years,,
131,"The works of Mr. John Cleveland containing his poems, orations, epistles, collected into one volume, with the life of the author.",1687-01-01,crown they call him a mercury but he becomes the epithet,,
132,Notes and observations vpon some passages of scripture. By I.G. Master of Arts of Christ-Church Oxon.,1646-01-01,alphabet c in the greeke psalters it is no rare thing,,
133,Notes and observations vpon some passages of scripture. By I.G. Master of Arts of Christ-Church Oxon.,1646-01-01,whereby the first principall of salt consisteth cannot be consumed by,,1
134,Notes and observations vpon some passages of scripture. By I.G. Master of Arts of Christ-Church Oxon.,1646-01-01,david the prophet in his psalter praise the lord which sitteth,,
135,Notes and observations vpon some passages of scripture. By I.G. Master of Arts of Christ-Church Oxon.,1646-01-01,philosophy goe thus that salt sulphur and mercury are the principles,,1
136,Notes and observations vpon some passages of scripture. By I.G. Master of Arts of Christ-Church Oxon.,1646-01-01,say nothing here of salomons psalter lately put forth by de,,
137,"A compleat history of the most remarkable providences both of judgment and mercy, which have hapned in this present age extracted from the best writers, the author's own observations, and the numerous relations sent him from divers parts of the three kingdoms : to which is added, whatever is curious in the works of nature and art / the whole digested into one volume, under proper heads, being a work set on foot thirty years ago, by the Reverend Mr. Pool, author of the Synopsis criticorum ; and since undertaken and finish'd, by William Turner...",1697-01-01,breast of veal stuft besides salt fish at one supper caesar,,
138,"A compleat history of the most remarkable providences both of judgment and mercy, which have hapned in this present age extracted from the best writers, the author's own observations, and the numerous relations sent him from divers parts of the three kingdoms : to which is added, whatever is curious in the works of nature and art / the whole digested into one volume, under proper heads, being a work set on foot thirty years ago, by the Reverend Mr. Pool, author of the Synopsis criticorum ; and since undertaken and finish'd, by William Turner...",1697-01-01,there use not to set salt upon their tables but holding,,
139,Paradoxical assertions and philosophical problems full of delight and recreation for all ladies and youthful fancies by R.H.,1659-01-01,fortune amongst women through the saltness of whose tails he entails,,
140,Paradoxical assertions and philosophical problems full of delight and recreation for all ladies and youthful fancies by R.H.,1659-01-01,all natural bodies into salt sulphur and mercury is become thereby,,1
141,Paradoxical assertions and philosophical problems full of delight and recreation for all ladies and youthful fancies by R.H.,1659-01-01,netherlands paracelsus elevated above his mercury boasted himself divine a miracle,,
142,Paradoxical assertions and philosophical problems full of delight and recreation for all ladies and youthful fancies by R.H.,1659-01-01,any fuel is left this salt spirit of contradiction this acrimonious,,
143,Paradoxical assertions and philosophical problems full of delight and recreation for all ladies and youthful fancies by R.H.,1659-01-01,bodies into salt sulphur and mercury is become thereby like the,,1
144,Paradoxical assertions and philosophical problems full of delight and recreation for all ladies and youthful fancies by R.H.,1659-01-01,head when it is his salt wives tail onely that itches,,
145,Paradoxical assertions and philosophical problems full of delight and recreation for all ladies and youthful fancies by R.H.,1659-01-01,polite shells where should the saltness of wit that seasons our,,
146,"Philadelphia, or, Brotherly love to the studious in the hermetick art. Wherein is discovered the principles of hermetick philosophy, with much candor and plainness. / Written by Eyreneus Philoctetes.",1694-01-01,begot between our secret active sulphur which is our fire our,,1
147,"Philadelphia, or, Brotherly love to the studious in the hermetick art. Wherein is discovered the principles of hermetick philosophy, with much candor and plainness. / Written by Eyreneus Philoctetes.",1694-01-01,this following discovery salt prepares sulphur salt and sulphur prepares mercury,,1
148,"Philadelphia, or, Brotherly love to the studious in the hermetick art. Wherein is discovered the principles of hermetick philosophy, with much candor and plainness. / Written by Eyreneus Philoctetes.",1694-01-01,speedy but beware of common sulphur which in no wise is,,
149,"Philadelphia, or, Brotherly love to the studious in the hermetick art. Wherein is discovered the principles of hermetick philosophy, with much candor and plainness. / Written by Eyreneus Philoctetes.",1694-01-01,so that without salt sulphur cannot be prepared or,,1
150,"Philadelphia, or, Brotherly love to the studious in the hermetick art. Wherein is discovered the principles of hermetick philosophy, with much candor and plainness. / Written by Eyreneus Philoctetes.",1694-01-01,following discovery salt prepares sulphur salt and sulphur prepares mercury mercury,,1
151,"Philadelphia, or, Brotherly love to the studious in the hermetick art. Wherein is discovered the principles of hermetick philosophy, with much candor and plainness. / Written by Eyreneus Philoctetes.",1694-01-01,thereto without salt and sulphur mercury cannot be qualified and without,,1
152,"Philadelphia, or, Brotherly love to the studious in the hermetick art. Wherein is discovered the principles of hermetick philosophy, with much candor and plainness. / Written by Eyreneus Philoctetes.",1694-01-01,of erroneous attempts that crude mercury is the matter of all,,1
153,"Thirteen books of natural philosophy viz. I. Of the principles, and common adjuncts of all natural bodies. II. Of the heavens, the world, and elements. III. Of action, passion, generation, and corruption. IV. Of meteors. V. Of minerals and metals. VI. Of the soul in general, and of things vegetable. VII. Of animals or living creatures. VIII. Of man. Unto which is added five books more of natural philosophy in several discourses. I1. Discourses [illegible] principles of natural things. 1. Dis. 2. Concerning the occult and hidden qualities. 1I. Dis. 3. Of atomes and mixture. 1II. Dis 4. Of the generation of live things. 1III. Dis. 5. Concerning the spontaneous generation of live things. Written in Latin and English. By Daniel Sennert, doctor of physick. Nicholas Culpeper, physitian and astrologer. Abdiah Cole, doctor of physick, and the liberal arts.",1660-01-01,the cause of the seas saltness the ebbing and flowing of,,
154,"Thirteen books of natural philosophy viz. I. Of the principles, and common adjuncts of all natural bodies. II. Of the heavens, the world, and elements. III. Of action, passion, generation, and corruption. IV. Of meteors. V. Of minerals and metals. VI. Of the soul in general, and of things vegetable. VII. Of animals or living creatures. VIII. Of man. Unto which is added five books more of natural philosophy in several discourses. I1. Discourses [illegible] principles of natural things. 1. Dis. 2. Concerning the occult and hidden qualities. 1I. Dis. 3. Of atomes and mixture. 1II. Dis 4. Of the generation of live things. 1III. Dis. 5. Concerning the spontaneous generation of live things. Written in Latin and English. By Daniel Sennert, doctor of physick. Nicholas Culpeper, physitian and astrologer. Abdiah Cole, doctor of physick, and the liberal arts.",1660-01-01,humors are very good fiftly mercury male and female cynocrambe dogs,,1
155,"Mysterium magnum, or An exposition of the first book of Moses called Genesis. Concerning the manifestation or revelation of the divine word through the three principles of the divine essence; also of the originall of the world and the creation. Wherein the kingdome of nature, & the kingdome of grace are expounded. For the better understanding of the Old and New Testament, and what Adam and Christ are. Also, how man should consider and may know himselfe in the light of nature, where he is, and where his temporall and eternall life, consist; also, where his eternall blessednesse, and damnation, consist. And is an exposition of the essence of all essences for the further consideration of the lovers, in the divine gift. Comprised in three parts: written anno 1623. By Jacob Behm. To which is added, The life of the author. And his Foure tables of divine revelation.",1656-01-01,constellation hath its compaction of sulphur and mercury the sulphur giueth,,1
156,"Mysterium magnum, or An exposition of the first book of Moses called Genesis. Concerning the manifestation or revelation of the divine word through the three principles of the divine essence; also of the originall of the world and the creation. Wherein the kingdome of nature, & the kingdome of grace are expounded. For the better understanding of the Old and New Testament, and what Adam and Christ are. Also, how man should consider and may know himselfe in the light of nature, where he is, and where his temporall and eternall life, consist; also, where his eternall blessednesse, and damnation, consist. And is an exposition of the essence of all essences for the further consideration of the lovers, in the divine gift. Comprised in three parts: written anno 1623. By Jacob Behm. To which is added, The life of the author. And his Foure tables of divine revelation.",1656-01-01,out of the cumpaction of sulphur mercury and salt or into,,1
157,"Mysterium magnum, or An exposition of the first book of Moses called Genesis. Concerning the manifestation or revelation of the divine word through the three principles of the divine essence; also of the originall of the world and the creation. Wherein the kingdome of nature, & the kingdome of grace are expounded. For the better understanding of the Old and New Testament, and what Adam and Christ are. Also, how man should consider and may know himselfe in the light of nature, where he is, and where his temporall and eternall life, consist; also, where his eternall blessednesse, and damnation, consist. And is an exposition of the essence of all essences for the further consideration of the lovers, in the divine gift. Comprised in three parts: written anno 1623. By Jacob Behm. To which is added, The life of the author. And his Foure tables of divine revelation.",1656-01-01,of sulphur and mercury the sulphur giueth essence and mercurius give,,1
158,"Mysterium magnum, or An exposition of the first book of Moses called Genesis. Concerning the manifestation or revelation of the divine word through the three principles of the divine essence; also of the originall of the world and the creation. Wherein the kingdome of nature, & the kingdome of grace are expounded. For the better understanding of the Old and New Testament, and what Adam and Christ are. Also, how man should consider and may know himselfe in the light of nature, where he is, and where his temporall and eternall life, consist; also, where his eternall blessednesse, and damnation, consist. And is an exposition of the essence of all essences for the further consideration of the lovers, in the divine gift. Comprised in three parts: written anno 1623. By Jacob Behm. To which is added, The life of the author. And his Foure tables of divine revelation.",1656-01-01,the three first properties viz sulphur mercurius and the salt sharpnesse,,1
159,"Chymical, medicinal, and chyrurgical addresses: made to Samuel Hartlib, Esquire. Viz. 1. Whether the Vrim and Thummim were given in the Mount, or perfected by art. 2. Sir George Ripley's epistle, to King Edward unfolded. 3. Gabriel Plats caveat for alchymists. 4. A conference concerning the phylosophers stone. 5. An invitation to a free and generous communication of secrets and receits in physick. 6 Whether or no, each several disease hath a particular remedy? 7. A new and easie method of chirurgery, for the curing of all fresh wounds or other hurts. 8. A discourse about the essence or existence of metals. 9. The new postilions, pretended prophetical prognostication, of what whall happen to physitians, chyrurgeons, apothecaries, alchymists, and miners.",1655-01-01,salt of nature with this salt acuate thy water as thou,,1
160,"Chymical, medicinal, and chyrurgical addresses: made to Samuel Hartlib, Esquire. Viz. 1. Whether the Vrim and Thummim were given in the Mount, or perfected by art. 2. Sir George Ripley's epistle, to King Edward unfolded. 3. Gabriel Plats caveat for alchymists. 4. A conference concerning the phylosophers stone. 5. An invitation to a free and generous communication of secrets and receits in physick. 6 Whether or no, each several disease hath a particular remedy? 7. A new and easie method of chirurgery, for the curing of all fresh wounds or other hurts. 8. A discourse about the essence or existence of metals. 9. The new postilions, pretended prophetical prognostication, of what whall happen to physitians, chyrurgeons, apothecaries, alchymists, and miners.",1655-01-01,philosopher so then if a mercury drawn from the bodies have,,
161,"Chymical, medicinal, and chyrurgical addresses: made to Samuel Hartlib, Esquire. Viz. 1. Whether the Vrim and Thummim were given in the Mount, or perfected by art. 2. Sir George Ripley's epistle, to King Edward unfolded. 3. Gabriel Plats caveat for alchymists. 4. A conference concerning the phylosophers stone. 5. An invitation to a free and generous communication of secrets and receits in physick. 6 Whether or no, each several disease hath a particular remedy? 7. A new and easie method of chirurgery, for the curing of all fresh wounds or other hurts. 8. A discourse about the essence or existence of metals. 9. The new postilions, pretended prophetical prognostication, of what whall happen to physitians, chyrurgeons, apothecaries, alchymists, and miners.",1655-01-01,will drink up no more quicksilver then are the filings burst,1,
162,"Chymical, medicinal, and chyrurgical addresses: made to Samuel Hartlib, Esquire. Viz. 1. Whether the Vrim and Thummim were given in the Mount, or perfected by art. 2. Sir George Ripley's epistle, to King Edward unfolded. 3. Gabriel Plats caveat for alchymists. 4. A conference concerning the phylosophers stone. 5. An invitation to a free and generous communication of secrets and receits in physick. 6 Whether or no, each several disease hath a particular remedy? 7. A new and easie method of chirurgery, for the curing of all fresh wounds or other hurts. 8. A discourse about the essence or existence of metals. 9. The new postilions, pretended prophetical prognostication, of what whall happen to physitians, chyrurgeons, apothecaries, alchymists, and miners.",1655-01-01,way of proceeding these two sulphurs as they are principles of,,1
163,"A ternary of paradoxes the magnetick cure of wounds, nativity of tartar in wine, image of God in man / written originally by Joh. Bapt. Van Helmont and translated, illustrated and amplified by Walter Charleton.",1650-01-01,the command of the celestial mercury onely and not of their,,
164,"A ternary of paradoxes the magnetick cure of wounds, nativity of tartar in wine, image of God in man / written originally by Joh. Bapt. Van Helmont and translated, illustrated and amplified by Walter Charleton.",1650-01-01,the other two sal and sulphur all specifical proprieties i say,,1
165,"A ternary of paradoxes the magnetick cure of wounds, nativity of tartar in wine, image of God in man / written originally by Joh. Bapt. Van Helmont and translated, illustrated and amplified by Walter Charleton.",1650-01-01,paracelsvs engraven in stone at saltzburg in the hospital of saint,,
166,"A ternary of paradoxes the magnetick cure of wounds, nativity of tartar in wine, image of God in man / written originally by Joh. Bapt. Van Helmont and translated, illustrated and amplified by Walter Charleton.",1650-01-01,to be referred to coagulated salts not to stones or excrements,1,
167,"A ternary of paradoxes the magnetick cure of wounds, nativity of tartar in wine, image of God in man / written originally by Joh. Bapt. Van Helmont and translated, illustrated and amplified by Walter Charleton.",1650-01-01,access of a lixivial traumatick salt it remaineth onely that we,1,
168,"New experiments, and observations, made upon the icy noctiluca imparted in a letter to a friend living in the country : to which is annexed A chymical paradox / by Robert Boyle.",1682-01-01,what family or sort of salts the saline part of our,1,
169,"New experiments, and observations, made upon the icy noctiluca imparted in a letter to a friend living in the country : to which is annexed A chymical paradox / by Robert Boyle.",1682-01-01,to the chymists estimate the sulphureous principle of the concrete and,,1
170,"New experiments, and observations, made upon the icy noctiluca imparted in a letter to a friend living in the country : to which is annexed A chymical paradox / by Robert Boyle.",1682-01-01,is confin d to salt sulphur and mercury but in the,,1
171,"Sal, lumen, & spiritus mundi philosophici, or, The dawning of the day discovered by the beams of light shewing the true salt and secret of the philosophers, the first and universal spirit of the world / written originally in French, afterwards turned into Latin by the illustrious doctor, Lodovicus Combachius ... and now transplanted into Albyons Garden by R.T. ...",1657-01-01,for the general matter or mercury of them being as philosophers,,
172,"Sal, lumen, & spiritus mundi philosophici, or, The dawning of the day discovered by the beams of light shewing the true salt and secret of the philosophers, the first and universal spirit of the world / written originally in French, afterwards turned into Latin by the illustrious doctor, Lodovicus Combachius ... and now transplanted into Albyons Garden by R.T. ...",1657-01-01,same also in this universal mercury which is always nourished and,,1
173,"Resuscitatio, or, Bringing into publick light severall pieces of the works, civil, historical, philosophical, & theological, hitherto sleeping, of the Right Honourable Francis Bacon, Baron of Verulam, Viscount Saint Alban according to the best corrected coppies : together with His Lordships life / by William Rawley ...",1657-01-01,should be n sacrifice without salt the morall whereof besides the,,
174,"Resuscitatio, or, Bringing into publick light severall pieces of the works, civil, historical, philosophical, & theological, hitherto sleeping, of the Right Honourable Francis Bacon, Baron of Verulam, Viscount Saint Alban according to the best corrected coppies : together with His Lordships life / by William Rawley ...",1657-01-01,it pleaseth them to term salt mercury and sulphur we see,,1
175,"Resuscitatio, or, Bringing into publick light severall pieces of the works, civil, historical, philosophical, & theological, hitherto sleeping, of the Right Honourable Francis Bacon, Baron of Verulam, Viscount Saint Alban according to the best corrected coppies : together with His Lordships life / by William Rawley ...",1657-01-01,be corrupted and perverted for salt in the scripture is a,,
176,"Resuscitatio, or, Bringing into publick light severall pieces of the works, civil, historical, philosophical, & theological, hitherto sleeping, of the Right Honourable Francis Bacon, Baron of Verulam, Viscount Saint Alban according to the best corrected coppies : together with His Lordships life / by William Rawley ...",1657-01-01,and pure waters into that salt sea of corruption which invironeth,,
177,"Resuscitatio, or, Bringing into publick light severall pieces of the works, civil, historical, philosophical, & theological, hitherto sleeping, of the Right Honourable Francis Bacon, Baron of Verulam, Viscount Saint Alban according to the best corrected coppies : together with His Lordships life / by William Rawley ...",1657-01-01,to term salt mercury and sulphur we see if they be,,1
178,"A medicinal dispensatory, containing the vvhole body of physick discovering the natures, properties, and vertues of vegetables, minerals, & animals: the manner of compounding medicaments, and the way to administer them. Methodically digested in five books of philosophical and pharmaceutical institutions; three books of physical materials galenical and chymical. Together with a most perfect and absolute pharmacopoea or apothecaries shop. Accommodated with three useful tables. Composed by the illustrious Renodæus, chief physician to the monarch of France; and now Englished and revised, by Richard Tomlinson of London, apothecary.",1657-01-01,the tribute was contradecreed the salt redounded c  l,,
179,"A medicinal dispensatory, containing the vvhole body of physick discovering the natures, properties, and vertues of vegetables, minerals, & animals: the manner of compounding medicaments, and the way to administer them. Methodically digested in five books of philosophical and pharmaceutical institutions; three books of physical materials galenical and chymical. Together with a most perfect and absolute pharmacopoea or apothecaries shop. Accommodated with three useful tables. Composed by the illustrious Renodæus, chief physician to the monarch of France; and now Englished and revised, by Richard Tomlinson of London, apothecary.",1657-01-01,purges both the biles and salt phlegm vires and thence conduces,1,
180,"A medicinal dispensatory, containing the vvhole body of physick discovering the natures, properties, and vertues of vegetables, minerals, & animals: the manner of compounding medicaments, and the way to administer them. Methodically digested in five books of philosophical and pharmaceutical institutions; three books of physical materials galenical and chymical. Together with a most perfect and absolute pharmacopoea or apothecaries shop. Accommodated with three useful tables. Composed by the illustrious Renodæus, chief physician to the monarch of France; and now Englished and revised, by Richard Tomlinson of London, apothecary.",1657-01-01,any star for he makes mercury  times lesser than the,,
181,"Alex. Van Suchten Of the secrets of antimony in two treatises. Translated out of high-Dutch by Dr. C. a person of great skill in chymistry. To which is added B. Valentine's salt of antimony, with its use.",1670-01-01,valentine how to make the salt of antimony powder good hungarian,1,
182,"Alex. Van Suchten Of the secrets of antimony in two treatises. Translated out of high-Dutch by Dr. C. a person of great skill in chymistry. To which is added B. Valentine's salt of antimony, with its use.",1670-01-01,should alwayes remain with the mercury and the mercury with sol,,1
183,"Fleta minor the laws of art and nature, in knowing, judging, assaying, fining, refining and inlarging the bodies of confin'd metals : in two parts : the first contains assays of Lazarus Erckern, chief prover, or assay-master general of the empire of Germany, in V. books, orinally written by him in the Teutonick language and now translated into English ; the second contains essays on metallick words, as a dictionary to many pleasing discourses, by Sir John Pettus ... ; illustrated with 44 sculptures.",1683-01-01,the planets themselves viz of mercury and the moon as i,,
184,"Hydrologia chymica, or, The chymical anatomy of the Scarbrough, and other spaws in York-Shire wherein are interspersed some animadversions upon Dr. Wittie's lately published treatise of the Scarbrough-spaw : also a short description of the spaws at Malton and Knarsbrough : and a discourse concerning the original of hot springs and other fountains : with the causes and cures of most of the stubbornest diseases ... : also a vindication of chymical physick ... : lastly is subjoyned an appendix of the original of springs ... / by W. Simpson.",1669-01-01,feverish delirium imitates the narcotick sulphur of opium or rather as,1,
185,"All in one, all useful sciences and profitable arts in one book of Jehovah Aelohim, copied out and commented upon in created beings, comprehended and discovered in the fulness and perfection of scr[i]pture-knowledges / by Francis Bampfield ...",1677-01-01,and caused cymbals harps and psalteries to be fitted that the,,
186,"All in one, all useful sciences and profitable arts in one book of Jehovah Aelohim, copied out and commented upon in created beings, comprehended and discovered in the fulness and perfection of scr[i]pture-knowledges / by Francis Bampfield ...",1677-01-01,in non latin alphabet psalteria instrumenta musica jer,,
187,"All in one, all useful sciences and profitable arts in one book of Jehovah Aelohim, copied out and commented upon in created beings, comprehended and discovered in the fulness and perfection of scr[i]pture-knowledges / by Francis Bampfield ...",1677-01-01,they call the day of mercury in latin in british or,,
188,"All in one, all useful sciences and profitable arts in one book of Jehovah Aelohim, copied out and commented upon in created beings, comprehended and discovered in the fulness and perfection of scr[i]pture-knowledges / by Francis Bampfield ...",1677-01-01,mouth of the lute or psaltery and devising to themselves instruments,,
189,"All in one, all useful sciences and profitable arts in one book of Jehovah Aelohim, copied out and commented upon in created beings, comprehended and discovered in the fulness and perfection of scr[i]pture-knowledges / by Francis Bampfield ...",1677-01-01,some affirm nor of salt sulphur and mercury as others assert,,1
190,"All in one, all useful sciences and profitable arts in one book of Jehovah Aelohim, copied out and commented upon in created beings, comprehended and discovered in the fulness and perfection of scr[i]pture-knowledges / by Francis Bampfield ...",1677-01-01,concent or harmony of the psaltery that musical instrument for the,,
191,"The manner of raising, ordering, and improving forrest-trees also, how to plant, make and keep woods, walks, avenues, lawns, hedges, &c. : with several figures proper for avenues and walks to end in, and convenient figures for lawns : also rules by M. Cook.",1676-01-01,affirm that tis salt sulphur mercury and spirit all or any,,1
192,"A vindication of chymistry, and chymical medicines Courteous and candid reader, chymistry, is an art that doth both teach and inable us (for our exceeding good and benefit) to seperate purity from impurity; ...",1676-01-01,use of oyl of vitrial salt brimstone and that dangerous vomit,1,
193,"The arraignment of vrines vvherein are set downe the manifold errors and abuses of ignorant vrine-mongring empirickes, cozening quacksaluers, women-physitians, and the like stuffe ... Collected and gathered as well out of the most ancient, as the moderne and late physitians of our time: and written first in the Latine tongue, and diuided into three bookes by Peter Forrest D. in Physicke ... And for the benefit of our British nations newly epitomized, and translated into our English tongue by Iames Hart Dr. of the foresaid faculty, and residing in the towne of Northampton.",1623-01-01,cough proceeding from a thinne salt rheume with spitting of bloud,1,
194,"The arraignment of vrines vvherein are set downe the manifold errors and abuses of ignorant vrine-mongring empirickes, cozening quacksaluers, women-physitians, and the like stuffe ... Collected and gathered as well out of the most ancient, as the moderne and late physitians of our time: and written first in the Latine tongue, and diuided into three bookes by Peter Forrest D. in Physicke ... And for the benefit of our British nations newly epitomized, and translated into our English tongue by Iames Hart Dr. of the foresaid faculty, and residing in the towne of Northampton.",1623-01-01,according to the opinion of argenterius or yet if we see,,
195,"The arraignment of vrines vvherein are set downe the manifold errors and abuses of ignorant vrine-mongring empirickes, cozening quacksaluers, women-physitians, and the like stuffe ... Collected and gathered as well out of the most ancient, as the moderne and late physitians of our time: and written first in the Latine tongue, and diuided into three bookes by Peter Forrest D. in Physicke ... And for the benefit of our British nations newly epitomized, and translated into our English tongue by Iames Hart Dr. of the foresaid faculty, and residing in the towne of Northampton.",1623-01-01,cakes made of meale and salt to their gods and the,,
196,"The arraignment of vrines vvherein are set downe the manifold errors and abuses of ignorant vrine-mongring empirickes, cozening quacksaluers, women-physitians, and the like stuffe ... Collected and gathered as well out of the most ancient, as the moderne and late physitians of our time: and written first in the Latine tongue, and diuided into three bookes by Peter Forrest D. in Physicke ... And for the benefit of our British nations newly epitomized, and translated into our English tongue by Iames Hart Dr. of the foresaid faculty, and residing in the towne of Northampton.",1623-01-01,vpon the opinions of montanus argenterius and others i will shew,,
197,"A short description and vindication of the true sal volatile oleosum.Of the ancients wherein 'tis prov'd the great medicine of the spirits; and consequently, an universal remedy. By T. Byfield, M.D.",1699-01-01,conficitur medicina ʋniversalis if your salt be right in the anatomy,,
198,"A short description and vindication of the true sal volatile oleosum.Of the ancients wherein 'tis prov'd the great medicine of the spirits; and consequently, an universal remedy. By T. Byfield, M.D.",1699-01-01,an intire body of salt so you have the three,,
199,"A short description and vindication of the true sal volatile oleosum.Of the ancients wherein 'tis prov'd the great medicine of the spirits; and consequently, an universal remedy. By T. Byfield, M.D.",1699-01-01,the highest purity viz salt sulphur and mercury  tis of,,1
200,"A short description and vindication of the true sal volatile oleosum.Of the ancients wherein 'tis prov'd the great medicine of the spirits; and consequently, an universal remedy. By T. Byfield, M.D.",1699-01-01,blood is a fine volatil salt what more similar and uniform,1,
201,"The art of glass wherein are shown the wayes to make and colour glass, pastes, enamels, lakes, and other curiosities / written in Italian by Antonio Neri ; and translated into English, with some observations on the author ; whereunto is added an account of the glass drops made by the Royal Society, meeting at Gresham College.",1662-01-01,one to another for all salts have their determinate figure which,1,
202,"A general collection of discourses of the virtuosi of France, upon questions of all sorts of philosophy, and other natural knowledg made in the assembly of the Beaux Esprits at Paris, by the most ingenious persons of that nation / render'd into English by G. Havers, Gent.",1664-01-01,d into a statue of salt no more then the most,,
203,"A general collection of discourses of the virtuosi of France, upon questions of all sorts of philosophy, and other natural knowledg made in the assembly of the Beaux Esprits at Paris, by the most ingenious persons of that nation / render'd into English by G. Havers, Gent.",1664-01-01,as are the hills of salt as cardan holds which are,,
